date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
20:24:10	59344/59344	---M-Z	200	added ('OK')	text/css	etag:%22e7d0-66c636dd-a6bad5dde4d0069b;gz%22	https://sunwifhatontron.com/wp-content/plugins/elementor/assets/lib/font-awesome/css/all.min.css?ver=1.3.982	C:/My%20Web%20Sites/colon%20website%203/sunwifhatontron.com/wp-content/plugins/elementor/assets/lib/font-awesome/css/all.minf0d1.css	(from https://sunwifhatontron.com/)
20:24:10	87553/87553	---M-Z	200	added ('OK')	application/x-javascript	etag:%2215601-66c634bf-538b9f42ddc506fc;gz%22	https://sunwifhatontron.com/wp-includes/js/jquery/jquery.min.js?ver=3.7.1	C:/My%20Web%20Sites/colon%20website%203/sunwifhatontron.com/wp-includes/js/jquery/jquery.minf43b.js	(from https://sunwifhatontron.com/)
20:24:11	13577/13577	---M-Z	200	added ('OK')	application/x-javascript	etag:%223509-66c634bf-1b2822ad7fec55a9;gz%22	https://sunwifhatontron.com/wp-includes/js/jquery/jquery-migrate.min.js?ver=3.4.1	C:/My%20Web%20Sites/colon%20website%203/sunwifhatontron.com/wp-includes/js/jquery/jquery-migrate.min5589.js	(from https://sunwifhatontron.com/)
20:24:11	1686/1686	---M-Z	200	added ('OK')	text/html	date:Sat,%2005%20Oct%202024%2019:24:09%20GMT	https://sunwifhatontron.com/wp-json/wp/v2/pages/6	C:/My%20Web%20Sites/colon%20website%203/sunwifhatontron.com/wp-json/wp/v2/pages/6.html	(from https://sunwifhatontron.com/)
20:24:12	1689/1689	---M-Z	200	added ('OK')	text/html	date:Sat,%2005%20Oct%202024%2019:24:10%20GMT	https://sunwifhatontron.com/xmlrpc.php?rsd	C:/My%20Web%20Sites/colon%20website%203/sunwifhatontron.com/xmlrpc0db0.html	(from https://sunwifhatontron.com/)
20:24:12	2052/2052	---M-Z	200	added ('OK')	application/json	etag:%22972-1728073662;gz%22	https://sunwifhatontron.com/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fsunwifhatontron.com%2F	C:/My%20Web%20Sites/colon%20website%203/sunwifhatontron.com/wp-json/oembed/1.0/embed7e6e.json	(from https://sunwifhatontron.com/)
20:24:22	1686/1686	---M-Z	200	added ('OK')	text/html	date:Sat,%2005%20Oct%202024%2019:24:20%20GMT	https://sunwifhatontron.com/wp-json/	C:/My%20Web%20Sites/colon%20website%203/sunwifhatontron.com/wp-json/index.html	(from https://sunwifhatontron.com/)
20:24:32	1741/1741	---M-Z	200	added ('OK')	text/html	date:Sat,%2005%20Oct%202024%2019:24:30%20GMT	https://sunwifhatontron.com/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fsunwifhatontron.com%2F&format=xml	C:/My%20Web%20Sites/colon%20website%203/sunwifhatontron.com/wp-json/oembed/1.0/embedb556.html	(from https://sunwifhatontron.com/)
20:24:34	2507/2507	---M--	200	added ('OK')	image/png	etag:%229cb-66c63779-b2dfb59742d44641;;;%22	https://sunwifhatontron.com/wp-content/uploads/2024/08/cropped-IMG_20240822_015946_536-32x32.png	C:/My%20Web%20Sites/colon%20website%203/sunwifhatontron.com/wp-content/uploads/2024/08/cropped-IMG_20240822_015946_536-32x32.png	(from https://sunwifhatontron.com/)
20:24:35	38707/38707	---M--	200	added ('OK')	image/png	etag:%229733-66c63779-135ed89939245709;;;%22	https://sunwifhatontron.com/wp-content/uploads/2024/08/cropped-IMG_20240822_015946_536-192x192.png	C:/My%20Web%20Sites/colon%20website%203/sunwifhatontron.com/wp-content/uploads/2024/08/cropped-IMG_20240822_015946_536-192x192.png	(from https://sunwifhatontron.com/)
20:24:36	35187/35187	---M--	200	added ('OK')	image/png	etag:%228973-66c63779-620340e972c89e82;;;%22	https://sunwifhatontron.com/wp-content/uploads/2024/08/cropped-IMG_20240822_015946_536-180x180.png	C:/My%20Web%20Sites/colon%20website%203/sunwifhatontron.com/wp-content/uploads/2024/08/cropped-IMG_20240822_015946_536-180x180.png	(from https://sunwifhatontron.com/)
20:24:38	675044/675044	---M--	200	added ('OK')	image/png	etag:%22a4ce4-66c62f00-7813799b16a3778a;;;%22	https://test.monkebusiness.io/wp-content/uploads/2024/08/IMG_20240822_015946_536.png	C:/My%20Web%20Sites/colon%20website%203/test.monkebusiness.io/wp-content/uploads/2024/08/IMG_20240822_015946_536.png	(from https://sunwifhatontron.com/)
20:24:38	8753/8753	---M--	200	added ('OK')	image/png	etag:%222231-6684552f-e12080f3805687e4;;;%22	https://test.monkebusiness.io/wp-content/uploads/2024/07/coinmarketcap-logo-064D167A0E-seeklogo.com_.png	C:/My%20Web%20Sites/colon%20website%203/test.monkebusiness.io/wp-content/uploads/2024/07/coinmarketcap-logo-064D167A0E-seeklogo.com_.png	(from https://sunwifhatontron.com/)
20:24:40	30226/30226	---M--	200	added ('OK')	image/png	etag:%227612-6684552f-7a68f8d7094d4a9b;;;%22	https://test.monkebusiness.io/wp-content/uploads/2024/07/bec9b33d6638ff927a96d0e93546a056.png	C:/My%20Web%20Sites/colon%20website%203/test.monkebusiness.io/wp-content/uploads/2024/07/bec9b33d6638ff927a96d0e93546a056.png	(from https://sunwifhatontron.com/)
20:24:40	14928/14928	---M--	200	added ('OK')	image/png	etag:%223a50-66845535-9397a399a8b338fd;;;%22	https://test.monkebusiness.io/wp-content/uploads/2024/07/5866.png	C:/My%20Web%20Sites/colon%20website%203/test.monkebusiness.io/wp-content/uploads/2024/07/5866.png	(from https://sunwifhatontron.com/)
20:24:40	39674/39674	---M--	200	added ('OK')	image/png	etag:%229afa-66845536-2a14bd315d0e00aa;;;%22	https://test.monkebusiness.io/wp-content/uploads/2024/07/f5wu4ooxi93bfppdavik5mwzxbtm.png	C:/My%20Web%20Sites/colon%20website%203/test.monkebusiness.io/wp-content/uploads/2024/07/f5wu4ooxi93bfppdavik5mwzxbtm.png	(from https://sunwifhatontron.com/)
20:24:42	97071/97071	---M--	200	added ('OK')	image/jpeg	etag:%2217b2f-66c99df8-56b947f1e3e01f33;;;%22	https://sunwifhatontron.com/wp-content/uploads/2024/08/sungraphic-1-709x1024.jpg	C:/My%20Web%20Sites/colon%20website%203/sunwifhatontron.com/wp-content/uploads/2024/08/sungraphic-1-709x1024.jpg	(from https://sunwifhatontron.com/)
20:24:44	250073/250073	---M--	200	added ('OK')	image/png	etag:%223d0d9-66c6a0e9-242591b658db0029;;;%22	https://sunwifhatontron.com/wp-content/uploads/2024/08/Captura_de_tela_2024-08-21_232208-removebg-preview.png	C:/My%20Web%20Sites/colon%20website%203/sunwifhatontron.com/wp-content/uploads/2024/08/Captura_de_tela_2024-08-21_232208-removebg-preview.png	(from https://sunwifhatontron.com/)
20:24:44	420543/420543	---M--	200	added ('OK')	image/png	etag:%2266abf-66c923bb-1e0af395737c13c9;;;%22	https://sunwifhatontron.com/wp-content/uploads/2024/08/japa-2-final.png	C:/My%20Web%20Sites/colon%20website%203/sunwifhatontron.com/wp-content/uploads/2024/08/japa-2-final.png	(from https://sunwifhatontron.com/)
20:24:46	354455/354455	---M--	200	added ('OK')	image/png	etag:%2256897-66c99da7-24bce6198d11c6c8;;;%22	https://sunwifhatontron.com/wp-content/uploads/2024/08/japa-final.png	C:/My%20Web%20Sites/colon%20website%203/sunwifhatontron.com/wp-content/uploads/2024/08/japa-final.png	(from https://sunwifhatontron.com/)
20:24:46	348972/348972	---M--	200	added ('OK')	image/png	etag:%225532c-66ceacc7-66a5aab4c27e3929;;;%22	https://sunwifhatontron.com/wp-content/uploads/2024/08/japa-5-final.png	C:/My%20Web%20Sites/colon%20website%203/sunwifhatontron.com/wp-content/uploads/2024/08/japa-5-final.png	(from https://sunwifhatontron.com/)
20:24:46	269900/269900	---M--	200	added ('OK')	image/png	etag:%2241e4c-66c926dd-e7be9cae5b3378e7;;;%22	https://sunwifhatontron.com/wp-content/uploads/2024/08/japa-3-final.png	C:/My%20Web%20Sites/colon%20website%203/sunwifhatontron.com/wp-content/uploads/2024/08/japa-3-final.png	(from https://sunwifhatontron.com/)
20:24:48	576444/576444	---M--	200	added ('OK')	image/png	etag:%228cbbc-66cd6d59-2dc5f208db11fd3c;;;%22	https://sunwifhatontron.com/wp-content/uploads/2024/08/japa-4-final-.png	C:/My%20Web%20Sites/colon%20website%203/sunwifhatontron.com/wp-content/uploads/2024/08/japa-4-final-.png	(from https://sunwifhatontron.com/)
20:24:48	126597/126597	---M--	200	added ('OK')	image/jpeg	etag:%221ee85-66c923a5-504aaffc95f2d72a;;;%22	https://sunwifhatontron.com/wp-content/uploads/2024/08/6208439277671529877.jpg	C:/My%20Web%20Sites/colon%20website%203/sunwifhatontron.com/wp-content/uploads/2024/08/6208439277671529877.jpg	(from https://sunwifhatontron.com/)
20:24:48	88129/88129	---M--	200	added ('OK')	image/jpeg	etag:%2215841-66c923a8-751f95c24ede6dc2;;;%22	https://sunwifhatontron.com/wp-content/uploads/2024/08/6208439277671529878.jpg	C:/My%20Web%20Sites/colon%20website%203/sunwifhatontron.com/wp-content/uploads/2024/08/6208439277671529878.jpg	(from https://sunwifhatontron.com/)
20:24:48	118593/118593	---M--	200	added ('OK')	image/jpeg	etag:%221cf41-66c923ab-3e099561d90f9875;;;%22	https://sunwifhatontron.com/wp-content/uploads/2024/08/6208439277671529879.jpg	C:/My%20Web%20Sites/colon%20website%203/sunwifhatontron.com/wp-content/uploads/2024/08/6208439277671529879.jpg	(from https://sunwifhatontron.com/)
20:24:49	125563/125563	---M--	200	added ('OK')	image/jpeg	etag:%221ea7b-66c923ad-c5d10e2749f9e1e9;;;%22	https://sunwifhatontron.com/wp-content/uploads/2024/08/6208439277671529875.jpg	C:/My%20Web%20Sites/colon%20website%203/sunwifhatontron.com/wp-content/uploads/2024/08/6208439277671529875.jpg	(from https://sunwifhatontron.com/)
20:24:49	95643/95643	---M--	200	added ('OK')	image/jpeg	etag:%221759b-66c923b0-686f52f75194fe6b;;;%22	https://sunwifhatontron.com/wp-content/uploads/2024/08/6208439277671529876.jpg	C:/My%20Web%20Sites/colon%20website%203/sunwifhatontron.com/wp-content/uploads/2024/08/6208439277671529876.jpg	(from https://sunwifhatontron.com/)
20:24:49	91817/91817	---M--	200	added ('OK')	image/jpeg	etag:%22166a9-66c923b3-e050a61c59ca929e;;;%22	https://sunwifhatontron.com/wp-content/uploads/2024/08/6208439277671529880.jpg	C:/My%20Web%20Sites/colon%20website%203/sunwifhatontron.com/wp-content/uploads/2024/08/6208439277671529880.jpg	(from https://sunwifhatontron.com/)
20:24:50	107534/107534	---M--	200	added ('OK')	image/jpeg	etag:%221a40e-66c923b6-5c3c4b8342ffe04;;;%22	https://sunwifhatontron.com/wp-content/uploads/2024/08/6208439277671529881.jpg	C:/My%20Web%20Sites/colon%20website%203/sunwifhatontron.com/wp-content/uploads/2024/08/6208439277671529881.jpg	(from https://sunwifhatontron.com/)
20:24:50	94032/94032	---M--	200	added ('OK')	image/jpeg	etag:%2216f50-66c923b8-b9334e087755d0b2;;;%22	https://sunwifhatontron.com/wp-content/uploads/2024/08/6208439277671529882-1-1.jpg	C:/My%20Web%20Sites/colon%20website%203/sunwifhatontron.com/wp-content/uploads/2024/08/6208439277671529882-1-1.jpg	(from https://sunwifhatontron.com/)
20:24:52	18468/18468	---M-Z	200	added ('OK')	text/css	etag:%224824-66c636dd-db61a946740c2bd2;gz%22	https://sunwifhatontron.com/wp-content/plugins/elementor/assets/lib/animations/animations.min.css?ver=3.23.4	C:/My%20Web%20Sites/colon%20website%203/sunwifhatontron.com/wp-content/plugins/elementor/assets/lib/animations/animations.mind5d5.css	(from https://sunwifhatontron.com/)
20:24:52	4724/4724	---M-Z	200	added ('OK')	text/css	etag:%221274-66c636e1-d75245c3967c1424;gz%22	https://sunwifhatontron.com/wp-content/plugins/royal-elementor-addons/assets/css/lib/animations/wpr-link-animations.min.css?ver=1.3.982	C:/My%20Web%20Sites/colon%20website%203/sunwifhatontron.com/wp-content/plugins/royal-elementor-addons/assets/css/lib/animations/wpr-link-animations.minf0d1.css	(from https://sunwifhatontron.com/)
20:24:52	666437/666437	---M--	200	added ('OK')	image/png	etag:%22a2b45-66c62c2d-880454a26f44ef8d;;;%22	https://test.monkebusiness.io/wp-content/uploads/2024/08/SunWifTwit.png	C:/My%20Web%20Sites/colon%20website%203/test.monkebusiness.io/wp-content/uploads/2024/08/SunWifTwit.png	(from https://sunwifhatontron.com/)
20:24:53	40935/40935	---M-Z	200	added ('OK')	text/css	etag:%229fe7-66c636e1-ece63a37d1f8a882;gz%22	https://sunwifhatontron.com/wp-content/plugins/royal-elementor-addons/assets/css/lib/animations/button-animations.min.css?ver=1.3.982	C:/My%20Web%20Sites/colon%20website%203/sunwifhatontron.com/wp-content/plugins/royal-elementor-addons/assets/css/lib/animations/button-animations.minf0d1.css	(from https://sunwifhatontron.com/)
20:24:53	32070/32070	---M-Z	200	added ('OK')	text/css	etag:%227d46-66c636e1-9bc63190c947affe;gz%22	https://sunwifhatontron.com/wp-content/plugins/royal-elementor-addons/assets/css/lib/animations/wpr-animations.min.css?ver=1.3.982	C:/My%20Web%20Sites/colon%20website%203/sunwifhatontron.com/wp-content/plugins/royal-elementor-addons/assets/css/lib/animations/wpr-animations.minf0d1.css	(from https://sunwifhatontron.com/)
20:24:53	15485/15485	---M-Z	200	added ('OK')	text/css	etag:%223c7d-66c636e1-b0f9a53d61ee5b0e;gz%22	https://sunwifhatontron.com/wp-content/plugins/royal-elementor-addons/assets/css/lib/animations/loading-animations.min.css?ver=1.3.982	C:/My%20Web%20Sites/colon%20website%203/sunwifhatontron.com/wp-content/plugins/royal-elementor-addons/assets/css/lib/animations/loading-animations.minf0d1.css	(from https://sunwifhatontron.com/)
20:24:53	20425/20425	---M-Z	200	added ('OK')	text/css	etag:%224fc9-66c636e1-4b12d4a009ed4ce0;gz%22	https://sunwifhatontron.com/wp-content/plugins/royal-elementor-addons/assets/css/lib/lightgallery/lightgallery.min.css?ver=1.3.982	C:/My%20Web%20Sites/colon%20website%203/sunwifhatontron.com/wp-content/plugins/royal-elementor-addons/assets/css/lib/lightgallery/lightgallery.minf0d1.css	(from https://sunwifhatontron.com/)
20:24:54	43009/43009	---M-Z	200	added ('OK')	application/x-javascript	etag:%22a801-66c636e1-489d8d68f5c5801b;gz%22	https://sunwifhatontron.com/wp-content/plugins/royal-elementor-addons/assets/js/lib/particles/particles.js?ver=3.0.6	C:/My%20Web%20Sites/colon%20website%203/sunwifhatontron.com/wp-content/plugins/royal-elementor-addons/assets/js/lib/particles/particles7c45.js	(from https://sunwifhatontron.com/)
20:24:54	15408/15408	---M-Z	200	added ('OK')	application/x-javascript	etag:%223c30-66c636e1-255e6320bc5e5fe;gz%22	https://sunwifhatontron.com/wp-content/plugins/royal-elementor-addons/assets/js/lib/jarallax/jarallax.min.js?ver=1.12.7	C:/My%20Web%20Sites/colon%20website%203/sunwifhatontron.com/wp-content/plugins/royal-elementor-addons/assets/js/lib/jarallax/jarallax.minf184.js	(from https://sunwifhatontron.com/)
20:24:55	17272/17272	---M-Z	200	added ('OK')	application/x-javascript	etag:%224378-66c636e1-f29c5360cefbf112;gz%22	https://sunwifhatontron.com/wp-content/plugins/royal-elementor-addons/assets/js/lib/parallax/parallax.min.js?ver=1.0	C:/My%20Web%20Sites/colon%20website%203/sunwifhatontron.com/wp-content/plugins/royal-elementor-addons/assets/js/lib/parallax/parallax.min5152.js	(from https://sunwifhatontron.com/)
20:24:55	2749/2749	---M-Z	200	added ('OK')	application/x-javascript	etag:%22abd-66c6359c-fa0a9d67978dc860;gz%22	https://sunwifhatontron.com/wp-content/themes/hello-elementor/assets/js/hello-frontend.min.js?ver=3.1.1	C:/My%20Web%20Sites/colon%20website%203/sunwifhatontron.com/wp-content/themes/hello-elementor/assets/js/hello-frontend.minb12b.js	(from https://sunwifhatontron.com/)
20:24:56	1801/1801	---M-Z	200	added ('OK')	application/x-javascript	etag:%22709-66c636dd-57474a82af20a48a;gz%22	https://sunwifhatontron.com/wp-content/plugins/elementor/assets/lib/jquery-numerator/jquery-numerator.min.js?ver=0.2.1	C:/My%20Web%20Sites/colon%20website%203/sunwifhatontron.com/wp-content/plugins/elementor/assets/lib/jquery-numerator/jquery-numerator.min3958.js	(from https://sunwifhatontron.com/)
20:24:56	42894/42894	---M-Z	200	added ('OK')	application/x-javascript	etag:%22a78e-66c636e1-3315aacdf5b5697d;gz%22	https://sunwifhatontron.com/wp-content/plugins/royal-elementor-addons/assets/js/lib/slick/slick.min.js?ver=1.8.1	C:/My%20Web%20Sites/colon%20website%203/sunwifhatontron.com/wp-content/plugins/royal-elementor-addons/assets/js/lib/slick/slick.minc245.js	(from https://sunwifhatontron.com/)
20:24:57	60772/60772	---M-Z	200	added ('OK')	application/x-javascript	etag:%22ed64-66c636e1-cf7152da345823e5;gz%22	https://sunwifhatontron.com/wp-content/plugins/royal-elementor-addons/assets/js/lib/isotope/isotope.min.js?ver=3.0.8	C:/My%20Web%20Sites/colon%20website%203/sunwifhatontron.com/wp-content/plugins/royal-elementor-addons/assets/js/lib/isotope/isotope.min6173.js	(from https://sunwifhatontron.com/)
20:24:58	42889/42889	---M-Z	200	added ('OK')	application/x-javascript	etag:%22a789-66c636e1-8f2a2bc3659045d2;gz%22	https://sunwifhatontron.com/wp-content/plugins/royal-elementor-addons/assets/js/lib/lightgallery/lightgallery.min.js?ver=1.6.12	C:/My%20Web%20Sites/colon%20website%203/sunwifhatontron.com/wp-content/plugins/royal-elementor-addons/assets/js/lib/lightgallery/lightgallery.mind203.js	(from https://sunwifhatontron.com/)
20:24:58	4997/4997	---M-Z	200	added ('OK')	application/x-javascript	etag:%221385-66c636dd-1ae66eb645af7a43;gz%22	https://sunwifhatontron.com/wp-content/plugins/elementor/assets/js/webpack.runtime.min.js?ver=3.23.4	C:/My%20Web%20Sites/colon%20website%203/sunwifhatontron.com/wp-content/plugins/elementor/assets/js/webpack.runtime.mind5d5.js	(from https://sunwifhatontron.com/)
20:24:58	73568/73568	---M-Z	200	added ('OK')	application/x-javascript	etag:%2211f60-66c636dc-c0ce0fbe6e804819;gz%22	https://sunwifhatontron.com/wp-content/plugins/elementor/assets/js/frontend-modules.min.js?ver=3.23.4	C:/My%20Web%20Sites/colon%20website%203/sunwifhatontron.com/wp-content/plugins/elementor/assets/js/frontend-modules.mind5d5.js	(from https://sunwifhatontron.com/)
20:24:59	12198/12198	---M-Z	200	added ('OK')	application/x-javascript	etag:%222fa6-66c636dd-1df832e082e18e57;gz%22	https://sunwifhatontron.com/wp-content/plugins/elementor/assets/lib/waypoints/waypoints.min.js?ver=4.0.2	C:/My%20Web%20Sites/colon%20website%203/sunwifhatontron.com/wp-content/plugins/elementor/assets/lib/waypoints/waypoints.min05da.js	(from https://sunwifhatontron.com/)
20:24:59	21464/21464	---M-Z	200	added ('OK')	application/x-javascript	etag:%2253d8-66c634bf-3428a48a83e535ab;gz%22	https://sunwifhatontron.com/wp-includes/js/jquery/ui/core.min.js?ver=1.13.3	C:/My%20Web%20Sites/colon%20website%203/sunwifhatontron.com/wp-includes/js/jquery/ui/core.minb37e.js	(from https://sunwifhatontron.com/)
20:25:00	40249/40249	---M-Z	200	added ('OK')	application/x-javascript	etag:%229d39-66c636dc-7fcd1fafa3e2cea7;gz%22	https://sunwifhatontron.com/wp-content/plugins/elementor/assets/js/frontend.min.js?ver=3.23.4	C:/My%20Web%20Sites/colon%20website%203/sunwifhatontron.com/wp-content/plugins/elementor/assets/js/frontend.mind5d5.js	(from https://sunwifhatontron.com/)
20:25:00	216751/216751	---M-Z	200	added ('OK')	application/x-javascript	etag:%2234eaf-66c636e1-b50ed48984158ebd;gz%22	https://sunwifhatontron.com/wp-content/plugins/royal-elementor-addons/assets/js/frontend.min.js?ver=1.3.982	C:/My%20Web%20Sites/colon%20website%203/sunwifhatontron.com/wp-content/plugins/royal-elementor-addons/assets/js/frontend.minf0d1.js	(from https://sunwifhatontron.com/)
20:25:00	5805/5805	---M-Z	200	added ('OK')	application/x-javascript	etag:%2216ad-66c636e1-85b2602bb2c7d5aa;gz%22	https://sunwifhatontron.com/wp-content/plugins/royal-elementor-addons/assets/js/modal-popups.min.js?ver=1.3.982	C:/My%20Web%20Sites/colon%20website%203/sunwifhatontron.com/wp-content/plugins/royal-elementor-addons/assets/js/modal-popups.minf0d1.js	(from https://sunwifhatontron.com/)
20:25:01	1686/1686	---M-Z	200	added ('OK')	text/html	date:Sat,%2005%20Oct%202024%2019:24:59%20GMT	https://sunwifhatontron.com/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-brands-400.eot	C:/My%20Web%20Sites/colon%20website%203/sunwifhatontron.com/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-brands-400.html	(from https://sunwifhatontron.com/wp-content/plugins/elementor/assets/lib/font-awesome/css/all.min.css?ver=1.3.982)
20:25:02	1686/1686	---M-Z	200	added ('OK')	text/html	date:Sat,%2005%20Oct%202024%2019:25:00%20GMT	https://sunwifhatontron.com/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-brands-400.eot?	C:/My%20Web%20Sites/colon%20website%203/sunwifhatontron.com/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-brands-400d41d.html	(from https://sunwifhatontron.com/wp-content/plugins/elementor/assets/lib/font-awesome/css/all.min.css?ver=1.3.982)
20:25:02	81612/81612	---M--	200	added ('OK')	font/woff2	etag:%2213ecc-66c636dd-50810a7807d21a8b;;;%22	https://sunwifhatontron.com/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-brands-400.woff2	C:/My%20Web%20Sites/colon%20website%203/sunwifhatontron.com/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-brands-400.woff2	(from https://sunwifhatontron.com/wp-content/plugins/elementor/assets/lib/font-awesome/css/all.min.css?ver=1.3.982)
20:25:03	151368/151368	---M-Z	200	added ('OK')	application/x-font-ttf	etag:%2224f48-66c636dd-837ac705296649b3;gz%22	https://sunwifhatontron.com/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-brands-400.ttf	C:/My%20Web%20Sites/colon%20website%203/sunwifhatontron.com/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-brands-400.ttf	(from https://sunwifhatontron.com/wp-content/plugins/elementor/assets/lib/font-awesome/css/all.min.css?ver=1.3.982)
20:25:04	787/787	---M--	403	error ('Forbidden')	text/html	date:Sat,%2005%20Oct%202024%2019:25:02%20GMT	https://sunwifhatontron.com/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-regular-400.eot	C:/My%20Web%20Sites/colon%20website%203/sunwifhatontron.com/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-regular-400.eot	(from https://sunwifhatontron.com/wp-content/plugins/elementor/assets/lib/font-awesome/css/all.min.css?ver=1.3.982)
